"gene","baseMean","threshold_log2FoldChange","lfcSE","stat","threshold_pvalue","padj","raw_log2FoldChange","raw_pvalue","raw_padj","log2FoldChange","strict_padj","significant","significant_strict","higher_in_Dsim","lower_in_Dsim"
"gd_OG0008201",27.8168849394274,-1.31085259268151,0.5755052713656,-2.27774211271953,0.0802524673118323,0.516743741293314,-1.31085259268151,0.0227419470670072,0.0811515369340151,-0.970999929338463,1,FALSE,FALSE,FALSE,FALSE
"cac_OG0000605_OG0",221.171959335525,0.348760118993701,0.510676621846601,0.682937311155128,0.664697807108838,0.999999999999989,0.348760118993701,0.494646456002126,0.669143324062429,0.232767717008141,1,FALSE,FALSE,FALSE,FALSE
"CG10362_OG0008202",191.925381499456,-1.13292193477924,0.485104188500108,-2.33541981627105,0.0963763876357055,0.581994764227187,-1.13292193477924,0.0195215002171649,0.0723977632770366,-0.8897747358194,1,FALSE,FALSE,FALSE,FALSE
"CG34313_OG0008888",89.9637998439022,0.697660891706972,0.232749064571078,2.99748096944087,0.197872727035282,0.863597534188578,0.697660891706972,0.00272220854268503,0.0159766940367035,0.646768793517431,1,FALSE,FALSE,FALSE,FALSE
"Sclp_OG0012116",6477.41407825924,-0.775419493415439,0.820740080839447,-0.94478082832551,0.428689602059405,0.999999999999989,-0.775419493415439,0.344770781554741,0.537003066788838,-0.329161267901655,1,FALSE,FALSE,FALSE,FALSE
"pot_OG0003248",12372.9871800769,-0.255163814358381,0.268046657050234,-0.951938058718491,0.821907797310378,0.999999999999989,-0.255163814358381,0.341128396488477,0.533465012707796,-0.227059801676278,1,FALSE,FALSE,FALSE,FALSE
"Upf1_OG0008203",2334.01880478846,-0.208480256919235,0.1865396814798,-1.11761881046104,0.941020288252736,0.999999999999989,-0.208480256919235,0.26372983146454,0.44844582154939,-0.19452727113056,1,FALSE,FALSE,FALSE,FALSE
"wisp_OG0001185",60.2747615745741,-0.982519284477558,0.677835916246657,-1.44949428162203,0.252644318201436,0.981860869113143,-0.982519284477558,0.147199596132028,0.307595748901958,-0.574655682232077,1,FALSE,FALSE,FALSE,FALSE
"sicily_OG0008204",371.413954959475,-0.0551413434948046,0.197179086575692,-0.279651074829568,0.990403978186429,0.999999999999989,-0.0551413434948046,0.779745217742143,0.87882638898418,-0.0494110031813293,1,FALSE,FALSE,FALSE,FALSE
"CG1840_OG0008205",342.63877669637,-0.767466696465868,0.279579243771315,-2.7450775176058,0.169368359429176,0.797203355193359,-0.767466696465868,0.00604966059861497,0.0299220360152262,-0.691854891815968,1,FALSE,FALSE,FALSE,FALSE
"SelG_OG0011714",586.465943881249,-0.806190061040965,0.204678641661588,-3.93880892747914,0.0673326761337938,0.459802053514905,-0.806190061040965,8.18871089568353e-05,0.000907975367450198,-0.763573484675456,1,FALSE,FALSE,FALSE,FALSE
"CG10353_OG0008206",2812.05693881815,0.419976308396679,0.20508224102471,2.04784337394712,0.65181038339766,0.999999999999989,0.419976308396679,0.0405753488244866,0.123829341262664,0.390064674610116,1,FALSE,FALSE,FALSE,FALSE
"CG10352_OG0008207",7.13092172115956,-0.863226451228041,1.31350321745519,-0.657194013502664,0.540738196921724,0.999999999999989,-0.863226451228041,0.511056174392663,0.682033760276786,-0.189837365051085,1,FALSE,FALSE,FALSE,FALSE
"CG15739_OG0001186",46.2819665907868,-0.541457764949771,0.541707293809825,-0.999539365884665,0.496766537649692,0.999999999999989,-0.541457764949771,0.317533479146429,0.507898293539349,-0.350015015530324,1,FALSE,FALSE,FALSE,FALSE
"BORCS5_OG0008208",501.990380631071,-0.720110983739659,0.155248628083684,-4.63843701956256,0.0781250722677665,0.505366733133548,-0.720110983739659,3.51053875182246e-06,5.72241142385943e-05,-0.696806673865702,1,FALSE,FALSE,FALSE,FALSE
"CG1847_OG0008209",244.916049216695,0.198730113949564,0.239507151604349,0.829746054004493,0.89754639101908,0.999999999999989,0.198730113949564,0.406682377050363,0.594400176976149,0.177260604730742,1,FALSE,FALSE,FALSE,FALSE
"Nrd1_OG0008368",3086.91055904218,-0.577925313779722,0.17705980671736,-3.26401188668561,0.329929697449474,0.999999999999989,-0.577925313779722,0.0010984655681567,0.00782238216278788,-0.549747789242475,1,FALSE,FALSE,FALSE,FALSE
"ATP7_OG0008369",1210.06505124482,-0.325046178836011,0.204716910419341,-1.58778372617186,0.80364527210718,0.999999999999989,-0.325046178836011,0.112335252635939,0.256777506199971,-0.299427292329567,1,FALSE,FALSE,FALSE,FALSE
"CG10347_OG0000607_OG0",924.984101890275,0.0223557759544034,0.127937253560715,0.174740158415188,0.999927791525604,0.999999999999989,0.0223557759544034,0.861283811353125,0.928499541715193,0.0243041886645063,1,FALSE,FALSE,FALSE,FALSE
